a_g,b_g,c_g,snratio_g,mse_g,nrise_g,a_r,b_r,c_r,snratio_r,mse_r,nrise_r,objectId,type,loop
0.4586505044323242,3.889413201968118,8417.556732826573,12.665691172601504,1.858661433873399e-06,6.0,0.4063372208335469,3.450854725436877,7564.465699856061,13.403361542915071,2.2818880395944218e-05,6.0,1519235533615015005,Ia,-1
8.418395385815986,-0.321437064746171,6961.8338821036,12.98643257034571,9.159787731689414e-06,6.0,0.0404044111695892,-69.90177064246015,5951.244214770472,13.716710158501012,1.0125834780143382e-06,7.0,1479132664015010009,Ia,-1
0.5618555752277458,-3.325415151184666,1316.271793654535,7.864824123372472,1.4150987283568564e-05,4.0,1.1206739720364318,-0.6206749265145611,2723.8778553882703,11.878363278397266,1.3872905217575748e-05,6.0,1147430830415015001,Ia,-1
0.4033415464226588,-2.01118306296625,816.4477243755973,4.7979969214111176,0.000399985420593,8.0,0.4798980591573554,-1.3965394261786552,743.9843768200176,5.352084060390593,1.8912276954991348e-05,12.0,1295202153015015012,AGN,-1
1.3482249280566267,12.560824357848,32383.95879477626,16.388135752475556,0.0029387412059002,5.0,0.001060029006189,2774.2793516420124,208951.1165005137,17.929131135456515,0.0002437723248029,5.0,1417174985815015015,RRLyr,-1
5.648959262751748,-0.3155177556452212,738.9377559690554,4.160884495459123,0.0003574899641678,4.0,19.781065479182875,-14.88448780967537,2542.203957346388,7.86706794902058,7.374068960894933e-05,5.0,1057153635215015018,SNIIP,-1
894.5916543467938,-896.5760487050833,1090.8676993707234,5.877330870637016,0.0003757536301143,5.0,2.009055632939465,-187.7288197273932,1251.893510784654,8.301339025679484,3.422205233803071e-05,7.0,1364368072815010009,Ia,-1
0.0801851119313196,17.732288529384657,11503.1779664424,14.325098960552332,2.1613851306010603e-06,12.0,0.076820286213063,21.99465581865027,12022.65758693354,14.27354464462654,3.1559609400071177e-06,8.0,1338284493815015001,SLSN-I,-1
0.0254244629267344,285.0482388119309,12984736.472494598,17.253195885360785,4.907744857853034e-05,7.0,0.0231769686946049,263.9851930830321,115064693.18320888,33.41165972148375,1.0004949581628457e-05,8.0,1549154502915015001,C*,-1
1.9886772784928144,0.0868462705986617,2544.2829374975463,9.06238322769267,0.0001955746202395,5.0,0.368356470250453,1.3244787042974024,2879.961647913561,11.133686891608113,2.081349085726712e-05,5.0,1543257171615015002,Ia,-1
2.088975775734608,0.5457651312976413,16590.315561706873,22.712990033664745,0.0006202774175445,4.0,1.4060341368737308,1.2984709564614996,14538.00345835815,22.830138878976413,6.711008649906842e-05,6.0,1518426621515015013,SNII,0
17.371243413299506,-0.0633857914186448,8791.376864998228,13.068736691925404,0.0001311689720075,8.0,0.2396618163314528,0.604565903917513,12209.634959559966,13.743187990551728,0.0001953566707938,10.0,1343434121915010009,EB*,1
0.0792913842102002,26.542335006819545,7590.477155607228,8.599411474940425,5.461219004933089e-06,4.0,0.0944347293168143,-0.0837737284328016,67601.69604383178,23.457801668740625,2.0551747717504425e-05,5.0,1383162755715015028,Mira,2
0.4438273987110792,-72.98822422933317,851.4256778455085,5.157285607159287,0.0003361612813105,4.0,1.719009445452923,-0.4167649907403545,3622.67826504322,15.05441681072179,3.7188312233144745e-05,5.0,1519475973215010000,Ia,3
0.0016377417568263,1335.0097220476384,33761.57930587874,10.663896172355985,4.89384041032968e-07,5.0,0.387120781014628,-7.378863418311492,7471.243700577967,13.662854527674083,8.620985193120175e-07,8.0,1429080021115010001,Ia,4
0.0339655802013306,201.0899248388137,1357560.3399417384,5.084682451436454,0.0007824897886271,5.0,2.7044803626446834,-1.1528570402284892,5926.029176003508,9.698351891872514,9.515481334175662e-05,5.0,1385470400215010018,EB*,5
0.0047634629211135,931.5433032420178,112088.50374362986,5.552697345468099,0.0001132025139579,8.0,5.896201752680097,-5.941766147083001,1677.928801774861,7.327967645988065,4.8522134144279297e-05,8.0,1521334944615015001,QSO,6
7.700165364020565,-0.2126142801578892,4310.738890199733,11.139917793784305,0.000158842461084,4.0,0.0801871912421317,-2.08926002482248,4489.243946867164,7.925751276226329,0.0002594713228226,4.0,1411150050115010020,RRLyr,7
0.1568241750653304,4.269827254068626,3190.1067942262057,7.010691823053671,4.1482646868467855e-05,9.0,0.2064100952438972,-0.7280529841367963,3604.5300827340607,11.33155111881832,3.239200408708228e-05,9.0,1269298375915015017,SNIb,8
0.0020259148064957,1247.415819710389,68664.93370559404,11.210993909791334,8.8156972733629e-06,6.0,0.496691630463249,-5.972543064272481,120351.44812141864,17.834465656171762,2.1905049455094402e-07,7.0,1425428816215010001,C*,9
1.0065928334089602,-1235.9525932867584,9559.724223723684,15.387882929452449,0.0003123744860246,4.0,0.1841433034870202,2.332289614600732,9848.967229057713,11.555658245056703,3.932037303526723e-06,4.0,1543419433715010007,RRLyr,10
0.3835030125352222,-0.2240665508173845,3455.49766611331,13.031456131477956,3.589978246537045e-05,5.0,0.4851875581505533,2.15235639001416,4499.0111582422505,14.877238678091286,2.8310842745797208e-05,7.0,1274468884215015011,Ia,11
0.3651694360285194,-4.4311475673326175,2640.637491657171,8.82058440715638,3.636609463519456e-05,7.0,10.480850737320653,-10.469479941023328,9546.223972954736,11.887337972384833,0.000147084961762,6.0,1359411411015010016,Star,12
8.587333298844158,-0.2893583711529859,4218.144465113678,8.034174281614435,2.923851938271584e-05,5.0,0.5877844119247398,-4.053509290167866,19636.54447572187,10.401871055783255,1.939341499434968e-06,5.0,1423117043015015010,Varstar,13
1.12591669261567,-3.50171750030364,5120.37428050004,11.359171698745614,3.917857302861504e-05,4.0,8.984132400060918,-0.1303085395818926,6426.831308891738,11.941107437109006,4.54972922059588e-05,5.0,1521442824315010001,RRLyr,14
0.1978840217710844,-28.05554605300789,6659.246991070697,18.768608151734043,4.2474577405729067e-07,8.0,0.6192561323387454,-6.267926838762024,7339.430932192883,17.661056215417755,2.1270673804704325e-06,6.0,1319214430515010002,SNII,15
0.645766668389804,-1.3703245187378892,5626.620548134116,13.095078459733095,1.084994062526155e-05,4.0,0.2335330796340165,-5.493415284238506,4707.0595484108935,12.015900297725166,2.3649549748857843e-05,5.0,1540224595615015013,Ia,16
0.2549829979698055,-315.6154697620914,1991.936093144484,10.054429543570963,2.3567315519965816e-05,11.0,0.2141157473100677,-343.10842836239755,3700.28201814468,12.382652816610646,9.87755182124466e-06,9.0,1278343152715010005,QSO,17
0.1642334262889487,-14.640594540639054,3362.856185130647,10.412290457779552,8.698797012086829e-06,6.0,18.765618700615995,-202.0275657708072,2808.3884738178654,11.746868311856437,3.757657131512702e-05,5.0,1399521090215010008,QSO,18
0.3074380651039418,3.316419226751244,3043.729828892876,7.38020695563018,6.564887766248662e-05,4.0,0.3048521979653588,3.2260373012097325,4932.139996696153,10.5639410712207,2.357359951729537e-07,4.0,1519261701115015007,Ia,19
0.2005884260191748,-8.555759097613414,815.7784940772916,5.731545012297379,8.423582935946572e-08,5.0,0.5425670956588309,-3.26448952830433,1110.3918697391744,5.919798410491731,2.262680296392608e-05,5.0,1550163541315010006,QSO,20
17.602724013100946,-0.1105942181016337,2723.337370192926,9.729516276821393,1.5692256381998844e-05,7.0,0.0595906538139411,-31.9308696438194,2623.3425482103985,10.695501305468357,9.730374920618604e-07,9.0,1385221211715015013,QSO,21
309.47040213097193,-47.622359665732105,4672.339084394381,14.037434386708242,2.882929224165307e-05,6.0,0.1334867400592215,-23.849150666929283,4893.667269607655,16.04844818924368,3.417631293734392e-06,5.0,1289265843115015002,QSO,22
0.4474619759334616,-4.787507904698451,2835.41695190206,7.395734325292887,0.0003089110520794,5.0,1.362116054188123,-2.040913701318704,2603.070559217998,9.486937247712678,1.2118314182526356e-05,5.0,1160414143215015004,SNIIn,23
6.9213528311311165,-6.570314801344696,2157.9430864089945,9.66371209800827,0.0010092590331095,5.0,14.524055814650303,-0.1939406773943141,4088.660636478453,12.316364484756734,2.913190221471525e-05,5.0,1284247195515010011,EB*,24
0.7187175069861141,-1.1262544733043134,4050.615557141679,10.617984050123262,4.358469297958434e-06,6.0,2.2605206078648976,-0.1013215978321201,4144.626006825418,10.809765563647762,2.0615168642141665e-05,4.0,1092142480515015004,Ia,25
5.7686409346716845,-0.4321184075344386,3275.1528327786027,10.389612695937876,1.501832079272167e-05,6.0,0.341030581316986,-6.538887238321058,2840.985344244164,11.271927439886928,1.6069912913133518e-05,7.0,1381507215615010000,QSO,26
0.3805955909417371,0.323107639979949,6890.1980074154935,12.368813608317437,2.6459101873567296e-05,5.0,0.3286091370164386,5.105210899098767,9794.281115310012,13.670143898287636,2.879601155120149e-05,8.0,1451228105915015002,Ia,27
1.0918941948536465,-1.084515914292395,6322.40812295286,15.703827318009298,1.6445691969906267e-05,5.0,1.1938971117494603,0.8975209568480225,7171.063462253362,16.202461278471226,1.9944561449655e-05,10.0,1307391445315015014,SNII,28
0.4172124687747851,2.674048963933417,3319.4598908234148,9.900101319720498,3.116705224313188e-05,5.0,0.4646535981900745,2.8360701178931413,2717.3620877350577,9.611305432848471,0.000479116069252,5.0,1266246290115015004,Ia,29
